mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
124	123	245	247	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1362											
124	123	244	246	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1363											
124	123	489/2	493/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1364											
124	123	245	247	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1365											
125	124	246	248	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1366									46		
125	124	987/4	995/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1367									46		
125	124	1975/8	1991/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1368									46		
125	124	247	249	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1369											
125	124	495/2	499/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1370		articStaccatoBelow									
125	124	246	248	0.0		0	0	StaffText	2/4	2	1	0							pizz.								
125	124	246	248	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1371											
125	124	247	249	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1372											
125	124	246	248	0.0		0	0	StaffText	2/4	3	1	0							arco								
125	124	246	248	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1373											
125	124	246	248	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1374											
125	124	247	249	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1375											
126	125	248	250	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1376									47		
126	125	995/4	1003/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1377									47		
126	125	1991/8	2007/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1378									47		
126	125	249	251	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1379											
126	125	248	250	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1380											
126	125	249	251	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1381											
126	125	248	250	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1382											
126	125	248	250	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1383											
126	125	249	251	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1384											
127	126	250	252	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1385									48		
127	126	1003/4	1011/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1386									48		
127	126	2007/8	2023/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1387									48		
127	126	251	253	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1388											
127	126	503/2	507/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1389		articStaccatoBelow									
127	126	250	252	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1390											
127	126	251	253	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1391											
127	126	250	252	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1392											
127	126	251	253	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1393									49		
127	126	1005/4	1013/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1394									49		
127	126	503/2	507/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1395									49		
127	126	1007/4	1015/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1396									49		
127	126	250	252	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1397											
127	126	251	253	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1398											
128	127	252	254	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1399		articStaccatoBelow									
128	127	505/2	509/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1400		articStaccatoBelow									
128	127	253	255	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1401									50		
128	127	507/2	511/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1402											
128	127	252	254	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1403											
128	127	253	255	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1404											
128	127	252	254	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1405									49		
128	127	1009/4	1017/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1406									49		
128	127	505/2	509/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1407									49		
128	127	1011/4	1019/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1408									49		
128	127	253	255	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1409											
128	127	252	254	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1410											
128	127	253	255	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1411											
129	128	254	256	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1412									51		
129	128	1019/4	1027/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1413									51		
129	128	2039/8	2055/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1414									51		
129	128	255	257	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1415											
129	128	511/2	515/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1416		articStaccatoAbove									
129	128	254	256	0.0		0	0	StaffText	2/4	2	1	0							arco								
129	128	254	256	0.0		0	0	Dynamic	2/4	2	1	0					p										
129	128	254	256	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1417									52		
129	128	509/2	513/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1418									52		
129	128	255	257	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1419									52		
129	128	511/2	515/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1420									52		
129	128	254	256	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1421											
129	128	254	256	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1422											
129	128	255	257	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1423											
130	129	256	258	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1424									53		
130	129	1027/4	1035/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1425									53		
130	129	2055/8	2071/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1426									53		
130	129	257	259	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1427											
130	129	256	258	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1428									52		
130	129	513/2	517/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1429									52		
130	129	515/2	519/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1430											
130	129	256	258	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1431											
130	129	257	259	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1432									54		
130	129	1029/4	1037/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1433									54		
130	129	515/2	519/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1434									54		
130	129	1031/4	1039/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1435									54		
130	129	256	258	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1436											
130	129	257	259	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1437											
131	130	258	260	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1438									55		
131	130	259	261	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1439									55		
131	130	1039/4	1047/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1440									55		
131	130	2079/8	2095/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1441									55		
131	130	258	260	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1442									56		
131	130	517/2	521/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1443											
131	130	258	260	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1444											
131	130	258	260	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1445											
132	131	260	262	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1446											
132	131	521/2	525/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1447		articStaccatoAbove									
132	131	261	263	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1448		articAccentAbove									
132	131	260	262	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1449									57		
132	131	261	263	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	1450									57		
132	131	1047/4	1055/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1451									57		
132	131	2095/8	2111/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1452									57		
132	131	260	262	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1453											
132	131	261	263	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1454											
132	131	260	262	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1455											
133	132	262	264	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1456		articStaccatoAbove									
133	132	525/2	529/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1457		articStaccatoAbove									
133	132	263	265	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1458		articAccentAbove									
133	132	262	264	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1459											
133	132	525/2	529/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1460		articStaccatoBelow									
133	132	263	265	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1461		articAccentBelow									
133	132	262	264	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1462									58		
133	132	263	265	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1463									58		
133	132	1055/4	1063/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1464									58		
133	132	2111/8	2127/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1465									58		
133	132	262	264	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1466											
134	133	264	266	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1467		articStaccatoBelow									
134	133	529/2	533/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1468		articStaccatoBelow									
134	133	265	267	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1469		articAccentBelow							59		
134	133	264	266	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1470											
134	133	529/2	533/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1471		articStaccatoBelow									
134	133	265	267	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1472		articAccentBelow							60		
134	133	264	266	0.0		0	0	Dynamic	2/4	4	1	0					p										
134	133	264	266	0.0		0	0	StaffText	2/4	4	1	0							arco								
134	133	264	266	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1473									61		
134	133	265	267	0.75		1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	1474									61		
134	133	1063/4	1071/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1475									61		
134	133	2127/8	2143/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1476									61		
135	134	266	268	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1477									62		
135	134	267	269	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1478									62		
135	134	1071/4	1079/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1479									62		
135	134	2143/8	2159/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1480									62		
135	134	266	268	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1481											
135	134	533/2	537/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1482		articStaccatoBelow									
135	134	267	269	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1483		articStaccatoBelow									
135	134	266	268	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1484											
135	134	533/2	537/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1485									63		
135	134	267	269	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1486									63		
135	134	535/2	539/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1487											
135	134	266	268	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1488											
135	134	533/2	537/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1489		articStaccatoBelow									
135	134	267	269	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1490		articStaccatoBelow									
136	135	268	270	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1491											
136	135	537/2	541/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1492		articStaccatoAbove									
136	135	269	271	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1493											
136	135	268	270	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1494									64		
136	135	537/2	541/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1495									64		
136	135	269	271	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1496									64		
136	135	539/2	543/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1497											
136	135	268	270	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1498									65		
136	135	1075/4	1083/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1499									65		
136	135	2151/8	2167/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1500									65		
136	135	269	271	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1501									65		
136	135	539/2	543/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1502											
136	135	268	270	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1503									66		
136	135	269	271	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1504									66		
137	136	270	272	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1505											
137	136	271	273	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1506									67		
137	136	1087/4	1095/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1507									67		
137	136	2175/8	2191/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1508									67		
137	136	270	272	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1509									68		
137	136	541/2	545/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1510									68		
137	136	271	273	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1511									68		
137	136	543/2	547/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1512									68		
137	136	270	272	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1513									69		
137	136	1083/4	1091/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1514									69		
137	136	2167/8	2183/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1515									69		
137	136	271	273	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1516									69		
137	136	543/2	547/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1517											
137	136	270	272	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1518									66		
137	136	271	273	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1519									66		
138	137	272	274	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1520											
138	137	545/2	549/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1521											
138	137	273	275	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1522											
138	137	272	274	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1523											
138	137	545/2	549/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1524											
138	137	273	275	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1525											
138	137	272	274	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1526											
138	137	547/2	551/2	0.0		3/8	3/8	StaffText	2/4	3	1	0							pizz.								
138	137	547/2	551/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1527											
138	137	272	274	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1528											
138	137	547/2	551/2	0.0		3/8	3/8	StaffText	2/4	4	1	0							pizz.								
138	137	547/2	551/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1529											
139	138	274	276	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1530									70		
139	138	275	277	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1531									70		
139	138	1103/4	1111/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1532									70		
139	138	2207/8	2223/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1533									70		
139	138	274	276	0.0		0	0	StaffText	2/4	2	1	0							pizz.								
139	138	274	276	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1534											
139	138	275	277	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1535											
139	138	274	276	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1536											
139	138	275	277	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1537											
139	138	274	276	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1538											
139	138	275	277	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1539											
140	139	276	278	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1540											
140	139	553/2	557/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1541											
140	139	277	279	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1542		articAccentAbove									
140	139	276	278	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1543											
140	139	277	279	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1544											
140	139	276	278	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1545											
140	139	277	279	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1546											
140	139	276	278	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1547											
140	139	277	279	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1548											
141	140	278	280	0.0		0	0	Dynamic	2/4	1	1	0					pp										
141	140	278	280	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1549											
141	140	279	281	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1550									71		
141	140	1119/4	1127/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1551									71		
141	140	2239/8	2255/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1552									71		
141	140	278	280	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1553											
141	140	279	281	0.0		1/4	1/4	Dynamic	2/4	2	1	0					pp										
141	140	279	281	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1554											
141	140	278	280	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1555											
141	140	279	281	0.0		1/4	1/4	Dynamic	2/4	3	1	0					pp										
141	140	279	281	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1556											
141	140	278	280	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1557											
141	140	279	281	0.0		1/4	1/4	Dynamic	2/4	4	1	0					pp										
141	140	279	281	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1558											
142	141	280	282	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1559											
142	141	561/2	565/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1560											
142	141	280	282	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1561											
142	141	561/2	565/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1562											
142	141	280	282	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1563											
142	141	561/2	565/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1564											
142	141	280	282	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1565											
142	141	561/2	565/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1566											
143	142	282	284	0.0		0	0	Dynamic	2/4	2	1	0					p										
143	142	282	284	0.0		0	0	StaffText	2/4	2	1	0							arco								
143	142	282	284	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1567											
143	142	283	285	0.0		1/4	1/4	StaffText	2/4	2	1	0							<i>poco accelerando</i>								
143	142	282	284	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1568									72		
143	142	283	285	0.75		1/4	1/4	Chord	2/4	2	2	3/16		1/8	3/2	1569									72		
143	142	1135/4	1143/4	0.125		7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	1570									72		
143	142	2271/8	2287/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	1571									72		
143	142	282	284	0.0		0	0	StaffText	2/4	3	1	0							arco								
143	142	282	284	0.0		0	0	Dynamic	2/4	3	1	0					p										
143	142	282	284	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1572									73		
143	142	283	285	0.0		1/4	1/4	StaffText	2/4	3	1	0							<i>poco accelerando</i>						73		
143	142	283	285	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1573									73		
143	142	1135/4	1143/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1574									73		
143	142	2271/8	2287/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1575									73		
143	142	282	284	0.0		0	0	StaffText	2/4	4	1	0							arco								
143	142	282	284	0.0		0	0	Dynamic	2/4	4	1	0					p										
143	142	282	284	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1576											
143	142	283	285	0.0		1/4	1/4	StaffText	2/4	4	1	0							<i>poco accelerando</i>								
143	142	283	285	1.0		1/4	1/4	Chord	2/4	4	2	1/4		1/4	1	1577									74		
144	143	284	286	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1578											
144	143	284	286	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1579									72		
144	143	285	287	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1580											
144	143	284	286	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1581									73		
144	143	285	287	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1582											
144	143	284	286	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1583											
144	143	284	286	1.0		0	0	Chord	2/4	4	2	1/4		1/4	1	1584									74		
144	143	285	287	1.0		1/4	1/4	Chord	2/4	4	2	1/4		1/4	1	1585											
145	144	286	288	0.0		0	0	StaffText	2/4	1	1	0							<i>poco accelerando</i>								
145	144	286	288	0.0		0	0	Dynamic	2/4	1	1	0					pp										
145	144	286	288	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1586											
145	144	573/2	577/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1587											
145	144	287	289	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1588											
145	144	575/2	579/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1589											
145	144	286	288	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1590											
145	144	286	288	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1591											
145	144	286	288	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1592											
146	145	288	290	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1593											
146	145	577/2	581/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1594											
146	145	289	291	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1595											
146	145	579/2	583/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1596											
146	145	288	290	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1597											
146	145	288	290	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1598											
146	145	288	290	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1599											
147	146	290	292	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1600											
147	146	290	292	0.0		0	0	Dynamic	2/4	2	1	0					pp										
147	146	290	292	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1601											
147	146	290	292	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1602									75		
147	146	291	293	0.75		1/4	1/4	Chord	2/4	2	2	3/16		1/8	3/2	1603									75		
147	146	1167/4	1175/4	0.125		7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	1604									75		
147	146	2335/8	2351/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	1605									75		
147	146	290	292	0.0		0	0	Dynamic	2/4	3	1	0					pp										
147	146	290	292	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1606									76		
147	146	291	293	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1607									76		
147	146	1167/4	1175/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1608									76		
147	146	2335/8	2351/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1609									76		
147	146	290	292	0.0		0	0	Dynamic	2/4	4	1	0					pp										
147	146	290	292	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1610											
147	146	291	293	1.0		1/4	1/4	Chord	2/4	4	2	1/4		1/4	1	1611									77		
148	147	292	294	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1612											
148	147	292	294	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1613									75		
148	147	293	295	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1614											
148	147	292	294	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1615									76		
148	147	293	295	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1616											
148	147	292	294	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1617											
148	147	292	294	1.0		0	0	Chord	2/4	4	2	1/4		1/4	1	1618									77		
148	147	293	295	1.0		1/4	1/4	Chord	2/4	4	2	1/4		1/4	1	1619											
149	148	294	296	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1620											
149	148	589/2	593/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1621											
149	148	295	297	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1622											
149	148	591/2	595/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1623											
149	148	294	296	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1624											
149	148	294	296	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1625											
149	148	294	296	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1626											
150	149	296	298	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1627											
150	149	593/2	597/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1628											
