mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
48	48	191/2	191/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	895		articStaccatoBelow								147			
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	896		articStaccatoBelow											
49	49	96	96	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	897										148			
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	898													
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	899										149			
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	900													
49	49	96	96	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	901										150			
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	902													
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	903										151			
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	904													
49	49	96	96	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	905										152			
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	906													
49	49	97	97	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	907										153			
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	908													
49	49	96	96	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	909		articStaccatoBelow								154			
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	910		articStaccatoBelow								154			
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	911		articStaccatoBelow								154			
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	912		articStaccatoBelow											
49	49	97	97	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	913		articStaccatoBelow								155			
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	914		articStaccatoBelow								155			
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	915		articStaccatoBelow								155			
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	916		articStaccatoBelow											
50	50	98	98	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	917													
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	918		articStaccatoAbove								156			
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	919		articStaccatoAbove								156			
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	920		articStaccatoAbove											
50	50	99	99	0.0	1/4	1/4	StaffText	2/4	1	1	0							cresc.										
50	50	99	99	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	921										157			
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	922													
50	50	98	98	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	923													
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	924		articStaccatoBelow								158			
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	925		articStaccatoBelow								158			
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	926		articStaccatoBelow											
50	50	99	99	0.0	1/4	1/4	StaffText	2/4	2	1	0							cresc.										
50	50	99	99	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	927										159			
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	928													
50	50	98	98	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	929													
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	930		articStaccatoBelow								160			
50	50	99	99	0.0	1/4	1/4	StaffText	2/4	3	1	0							cresc.							160			
50	50	99	99	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	931		articStaccatoBelow								160			
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	932		articStaccatoBelow								160			
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	933		articStaccatoBelow								160			
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	934		articStaccatoBelow											
50	50	98	98	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	935													
50	50	397/4	397/4	0.0	5/16	5/16	StaffText	2/4	4	1	0							cresc.										
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	936		articStaccatoBelow								161			
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	937		articStaccatoBelow								161			
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	938		articStaccatoBelow											
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	939		articStaccatoAbove								162			
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	940		articStaccatoAbove								162			
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	941		articStaccatoAbove											
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	942										163			
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	943													
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	944		articStaccatoAbove								164			
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	945		articStaccatoAbove								164			
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	946		articStaccatoAbove											
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	947										165			
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	948													
51	51	100	100	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	949													
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	950		articStaccatoBelow								166			
51	51	101	101	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	951		articStaccatoBelow								166			
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	952		articStaccatoBelow								166			
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	953		articStaccatoBelow								166			
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	954		articStaccatoBelow											
51	51	100	100	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	955													
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	956													
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	957		articStaccatoBelow								167			
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	958		articStaccatoBelow								167			
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	959		articStaccatoBelow											
52	52	409/4	409/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							cresc.										
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	960		articStaccatoAbove								168			
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	961		articStaccatoAbove								168			
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	962		articStaccatoAbove											
52	52	103	103	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	963										169			
52	52	207/2	207/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	964													
52	52	102	102	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	965													
52	52	413/4	413/4	0.0	5/16	5/16	StaffText	2/4	3	1	0							cresc.										
52	52	413/4	413/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	966		articStaccatoAbove								170			
52	52	207/2	207/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	967		articStaccatoAbove								170			
52	52	415/4	415/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	968		articStaccatoAbove											
52	52	102	102	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	969													
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	970													
52	52	413/4	413/4	0.0	5/16	5/16	StaffText	2/4	4	1	0							cresc.										
52	52	413/4	413/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	971		articStaccatoAbove								171			
52	52	207/2	207/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	972		articStaccatoAbove								171			
52	52	415/4	415/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	973		articStaccatoAbove											
53	53	104	104	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	974		articAccentAbove								172			
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	975													
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	976		articAccentAbove								173			
53	53	211/2	211/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	977													
53	53	417/4	417/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	978		articStaccatoBelow								174			
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	979		articStaccatoBelow								174			
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	980		articStaccatoBelow											
53	53	421/4	421/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	981		articStaccatoBelow								175			
53	53	211/2	211/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	982		articStaccatoBelow								175			
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	983		articStaccatoBelow											
53	53	417/4	417/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	984		articStaccatoAbove								176			
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	985		articStaccatoAbove								176			
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	986		articStaccatoAbove											
53	53	421/4	421/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	987		articStaccatoAbove								177			
53	53	211/2	211/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	988		articStaccatoAbove								177			
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	989		articStaccatoAbove											
54	54	425/4	425/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					f												
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	990										178			
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	991													
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	992		articStaccatoAbove											
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	993										179			
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	994													
54	54	106	106	0.0	0	0	Dynamic	2/4	3	1	0					f												
54	54	106	106	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	995													
54	54	106	106	0.0	0	0	Dynamic	2/4	4	1	0					f												
54	54	106	106	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	996													
55	55	433/4	433/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					sf												
55	55	433/4	433/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	997										180			
55	55	217/2	217/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	998													
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	999		articStaccatoAbove											
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1000										181			
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1001													
55	55	108	108	0.0	0	0	Dynamic	2/4	3	1	0					sf												
55	55	108	108	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1002													
55	55	108	108	0.0	0	0	Dynamic	2/4	4	1	0					sf												
55	55	108	108	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1003													
56	56	441/4	441/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					p												
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1004										182			
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1005										182			
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1006										182			
56	56	111	111	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1007										182			
56	56	445/4	445/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1008										182			
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1009										182			
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1010													
56	56	221/2	221/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					p												
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1011										183			
56	56	111	111	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1012										183			
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1013										183			
56	56	110	110	0.0	0	0	Dynamic	2/4	4	1	0					p												
56	56	110	110	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1014													
57	57	112	112	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1015										184			
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1016										184			
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1017										184			
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1018										184			
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1019										184			
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1020										184			
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1021										184			
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1022													
57	57	112	112	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1023										183			
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1024										183			
57	57	113	113	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	1025										183			
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1026													
57	57	112	112	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1027													
58	58	114	114	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1028										185			
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1029										185			
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1030										185			
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1031										185			
58	58	115	115	0.0	1/4	1/4	Spanner	2/4	1	1	0														185	6		
58	58	115	115	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1032										185	6		
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1033										185	6		
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1034										185	6		
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1035											6		
58	58	229/2	229/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p												
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1036										186			
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1037										186			
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1038										186			
58	58	114	114	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1039													
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1040													
58	58	115	115	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1041													
58	58	114	114	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1042													
59	59	116	116	0.0	0	0	Spanner	2/4	1	1	0																	
59	59	116	116	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1043										187			
59	59	465/4	465/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1044										187			
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1045													
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1046													
59	59	117	117	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1047										188			
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1048										188			
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1049													
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1050													
59	59	116	116	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1051										186			
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1052										186			
59	59	117	117	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	1053										186			
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1054													
59	59	116	116	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1055													
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1056										189			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1057										189			
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1058										189			
59	59	116	116	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1059													
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1060										190			
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1061										190			
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1062													
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1063													
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1064										191			
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1065										191			
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1066										191			
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1067													
60	60	118	118	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1068										192			
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1069										192			
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1070										192			
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1071													
60	60	118	118	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1072													
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1073										193			
60	60	119	119	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1074										193			
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1075													
60	60	237/2	237/2	0.0	1/8	1/8	Dynamic	2/4	4	1	0					sf												
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1076										194			
60	60	119	119	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1077										194			
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1078										194			
61	61	120	120	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1079										195			
61	61	481/4	481/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1080										195			
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1081													
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1082													
61	61	121	121	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1083										196			
61	61	485/4	485/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1084										196			
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1085										196			
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1086													
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1087										197			
61	61	241/2	241/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1088													
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1089													
61	61	120	120	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1090										198			
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1091													
61	61	121	121	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1092										199			
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1093													
61	61	120	120	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1094													
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1095										200			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1096										200			
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1097										200			
62	62	122	122	0.0	0	0	Dynamic	2/4	1	1	0					f												
62	62	122	122	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1098										201			
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1099										201			
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1100													
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1101		articStaccatoAbove											
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1102		articAccentAbove											
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1103		articAccentAbove											
62	62	122	122	0.0	0	0	Dynamic	2/4	2	1	0					f												
62	62	122	122	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1104													
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1105										202			
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1106													
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1107		articStaccatoAbove											
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1108		articAccentAbove											
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1109		articAccentAbove											
62	62	122	122	0.0	0	0	Dynamic	2/4	3	1	0					f												
62	62	122	122	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	1110										203			
62	62	491/4	491/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1111										203			
62	62	983/8	983/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1112										203			
62	62	123	123	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1113													
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1114		articStaccatoAbove											
62	62	122	122	0.0	0	0	Dynamic	2/4	4	1	0					f												
62	62	122	122	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1115													
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1116		articAccentAbove											
62	62	123	123	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1117		articAccentAbove											
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1118		articAccentAbove											
63	63	124	124	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1119													
63	63	497/4	497/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1120		articStaccatoAbove											
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1121		articStaccatoAbove											
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1122		articStaccatoAbove											
63	63	125	125	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1123		articStaccatoAbove											
63	63	501/4	501/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1124		articStaccatoAbove											
63	63	251/2	251/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1125		articStaccatoAbove											
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1126		articStaccatoAbove											
63	63	124	124	0.0	0	0	Dynamic	2/4	2	1	0					sf												
63	63	124	124	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1127													
63	63	124	124	0.0	0	0	Dynamic	2/4	3	1	0					sf												
63	63	124	124	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1128													
63	63	124	124	0.0	0	0	Dynamic	2/4	4	1	0					sf												
63	63	124	124	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1129													
64	64	505/4	505/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1130		articStaccatoAbove											
64	64	253/2	253/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1131		articStaccatoAbove											
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1132		articStaccatoAbove											
64	64	127	127	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1133		articStaccatoAbove											
64	64	509/4	509/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1134		articStaccatoAbove											
64	64	255/2	255/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1135		articStaccatoAbove											
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1136		articStaccatoAbove											
64	64	126	126	0.0	0	0	Dynamic	2/4	2	1	0					sf												
64	64	126	126	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1137													
64	64	126	126	0.0	0	0	Dynamic	2/4	3	1	0					sf												
64	64	126	126	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1138													
