mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	258												
10	10	36	36	0.0	0	0	StaffText	4/4	3	1	0							dimin.									
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	259									45			
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	260									45			
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	261									45			
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	262												
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	263												
10	10	36	36	0.0	0	0	StaffText	4/4	4	1	0							dimin.									
10	10	36	36	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	264												
11	11	40	40	0.0	0	0	Dynamic	4/4	1	1	0					p											
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	265									46			
11	11	42	42	0.0	1/2	1/2	StaffText	4/4	1	1	0							cresc.						46			
11	11	42	42	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	266									46			
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	267												
11	11	40	40	0.0	0	0	Dynamic	4/4	2	1	0					p											
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	268									47			
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	269									47			
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	270									47			
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	271									47			
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	272									47			
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	273									47			
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	274									47			
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	275												
11	11	42	42	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	276									48			
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	277									48			
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	278									48			
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	279									48			
11	11	43	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	280									48			
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	281									48			
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	282									48			
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	283												
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1		1	1	284												
12	12	44	44	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	285									49			
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	286									49			
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	287									49			
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	288									49			
12	12	45	45	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	289									49			
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	290									49			
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	291									49			
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	292												
12	12	46	46	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	293									50			
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	294									50			
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	295									50			
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	296									50			
12	12	47	47	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	297									50			
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	298									50			
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	299									50			
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	300												
12	12	44	44	0.0	0	0	Dynamic	4/4	3	1	0					p											
12	12	44	44	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	301									51			
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	302									51			
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	303									51			
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	304												
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	305									52			
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	306									52			
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	307									52			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	308												
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	309									53			
12	12	46	46	0.0	1/2	1/2	StaffText	4/4	4	1	0							cresc.						53			
12	12	46	46	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	310									53			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	311												
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	312									54			
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	313									54			
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	314												
13	13	48	48	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	315									55			
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	316									55			
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	317									55			
13	13	195/4	195/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							cresc.						55			
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	318									55			
13	13	49	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	319									55			
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	320									55			
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	321									55			
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	322												
13	13	50	50	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	323									56			
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	324									56			
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	325									56			
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	326									56			
13	13	51	51	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	327									56			
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	328									56			
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	329									56			
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	330												
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	331												
13	13	51	51	0.0	3/4	3/4	StaffText	4/4	3	1	0							cresc.									
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	332												
13	13	48	48	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	333												
13	13	51	51	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	334												
14	14	52	52	0.0	0	0	Dynamic	4/4	1	1	0					f											
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	335												
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	336												
14	14	54	54	0.0	1/2	1/2	StaffText	4/4	1	1	0							dimin.									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	337												
14	14	52	52	0.0	0	0	Dynamic	4/4	2	1	0					f											
14	14	52	52	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	338									57			
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	339									57			
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	340									57			
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	341									57			
14	14	53	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	342									57			
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	343									57			
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	344									57			
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	345												
14	14	217/4	217/4	0.0	9/16	9/16	StaffText	4/4	2	1	0							dimin.									
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	346									58			
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	347									58			
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	348									58			
14	14	55	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	349									58			
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	350									58			
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	351									58			
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	352												
14	14	52	52	0.0	0	0	Dynamic	4/4	3	1	0					f											
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	353												
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	354									59			
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	355									59			
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	356												
14	14	54	54	0.0	1/2	1/2	StaffText	4/4	3	1	0							dimin.									
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	357												
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	358									60			
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	359									60			
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	360												
14	14	52	52	0.0	0	0	Dynamic	4/4	4	1	0					f											
14	14	52	52	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	361												
14	14	53	53	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	362												
14	14	54	54	0.0	1/2	1/2	StaffText	4/4	4	1	0							dimin.									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	363												
15	15	56	56	0.0	0	0	Dynamic	4/4	1	1	0					p											
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	364												
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	365												
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	366												
15	15	56	56	0.0	0	0	Dynamic	4/4	2	1	0					p											
15	15	56	56	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	367									61			
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	368									61			
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	369									61			
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	370									61			
15	15	57	57	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	371									61			
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	372									61			
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	373									61			
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	374												
15	15	58	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	375									62			
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	376									62			
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	377									62			
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	378									62			
15	15	59	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	379									62			
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	380									62			
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	381									62			
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	382												
15	15	56	56	0.0	0	0	Dynamic	4/4	3	1	0					p											
15	15	56	56	4.0	0	0	Chord	4/4	3	1	1		1	1	383												
15	15	56	56	0.0	0	0	Dynamic	4/4	4	1	0					p											
15	15	56	56	4.0	0	0	Chord	4/4	4	1	1		1	1	384												
16	16	60	60	0.0	0	0	Spanner	4/4	1	1	0														8		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	385									63	8		
16	16	62	62	0.0	1/2	1/2	Spanner	4/4	1	1	0																
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	386												
16	16	60	60	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	387									64			
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	388									64			
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	389									64			
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	390									64			
16	16	61	61	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	391									64			
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	392									64			
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	393									64			
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	394												
16	16	62	62	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	395									65			
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	396									65			
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	397									65			
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	398									65			
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	399									65			
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	400									65			
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	401									65			
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	402												
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	403												
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	404									66			
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	405									66			
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	406									66			
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	407												
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	408												
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	409												
17	17	64	64	0.0	0	0	Spanner	4/4	1	1	0															0	
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	410									67		0	
17	17	65	65	0.0	1/4	1/4	Spanner	4/4	1	1	0																
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	411												
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	412		articStaccatoAbove							68			
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	413		articStaccatoAbove										
17	17	64	64	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	414									69			
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	415									69			
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	416									69			
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	417									69			
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	418									69			
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	419									69			
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	420									69			
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	421												
17	17	66	66	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	422									70			
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	423									70			
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	424									70			
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	425									70			
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	426									70			
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	427									70			
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	428									70			
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	429												
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	430									71			
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	431									71			
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	432									71			
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	433									71			
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	434												
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	435												
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	436									72			
17	17	65	65	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	437									72			
17	17	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	438												
17	17	67	67	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	439												
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	440												
18	18	70	70	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	441									73			
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	442									73			
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	443									73			
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	444									73			
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	445									73			
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	446									73			
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	447									73			
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	448												
18	18	68	68	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	449									74			
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	450									74			
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	451									74			
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	452									74			
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	453									74			
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	454									74			
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	455									74			
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	456									74			
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	457												
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	458												
18	18	68	68	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	459												
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	460												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	461												
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	462												
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	463												
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	464									75			
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	465									75			
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	466									75			
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	467												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	468												
19	19	75	75	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	469									76			
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	470									76			
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	471									76			
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	472												
19	19	72	72	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	473									77			
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	474									77			
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	475									77			
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	476									77			
19	19	73	73	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	477									77			
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	478									77			
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	479									77			
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	480												
19	19	74	74	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	481									78			
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	482									78			
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	483									78			
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	484									78			
19	19	75	75	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	485									78			
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	486									78			
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	487									78			
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	488												
19	19	72	72	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	489												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	490												
19	19	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	491												
20	20	76	76	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	492												
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	493												
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	494									79			
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	495									79			
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	496									79			
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	497									79			
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	498												
20	20	76	76	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	499									80			
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	500									80			
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	501									80			
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	502									80			
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	503												
20	20	76	76	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	504												
20	20	313/4	313/4	0.0	9/16	9/16	Dynamic	4/4	4	1	0					p											
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	505									81			
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	506									81			
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	507									81			
20	20	79	79	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	508									81			
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	509									81			
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	510									81			
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	511												
21	21	80	80	0.0	0	0	Dynamic	4/4	1	1	0					p											
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	512												
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	513												
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	514												
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0					p											
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	515												
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	516									82			
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	517									82			
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	518									82			
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	519												
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	520												
21	21	83	83	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	521									83			
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	522									83			
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	523									83			
