mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
19	18	35	35	0.0	1/8	1/8	Spanner	2/4	1	1	0														45				
19	18	35	35	0.0	1/8	1/8	Spanner	2/4	1	1	0														45				4
19	18	71/2	71/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	223													4
19	18	69/2	69/2	0.0	0	0	Spanner	2/4	2	1	0																		
19	18	35	35	0.0	1/8	1/8	Spanner	2/4	2	1	0																		5
19	18	35	35	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	224													5
19	18	141/4	141/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	225													5
19	18	36	36	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	226													5
19	18	145/4	145/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	227													5
19	18	69/2	69/2	0.0	0	0	Spanner	2/4	3	1	0																		
19	18	35	35	0.0	1/8	1/8	Spanner	2/4	3	1	0																		6
19	18	35	35	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	228													6
19	18	141/4	141/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	229													6
19	18	36	36	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	230													6
19	18	145/4	145/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	231													6
19	18	69/2	69/2	0.0	0	0	Spanner	2/4	4	1	0																		
19	18	35	35	0.0	1/8	1/8	Spanner	2/4	4	1	0																		7
19	18	35	35	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	232													7
19	18	141/4	141/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	233													7
19	18	36	36	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	234													7
19	18	145/4	145/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	235													7
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	1	1	0																		
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	1	1	0																4		
20	19	73/2	73/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	236											4		
20	19	75/2	75/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	237											4		
20	19	151/4	151/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	238									46		4		
20	19	38	38	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	239									46		4		
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	240											4		
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	2	1	0																		
20	19	37	37	0.0	1/8	1/8	Spanner	2/4	2	1	0																5		
20	19	37	37	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	241											5		
20	19	149/4	149/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	242											5		
20	19	38	38	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	243											5		
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	244											5		
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	3	1	0																		
20	19	37	37	0.0	1/8	1/8	Spanner	2/4	3	1	0																6		
20	19	37	37	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	245											6		
20	19	149/4	149/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	246											6		
20	19	38	38	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	247											6		
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	248											6		
20	19	73/2	73/2	0.0	0	0	Spanner	2/4	4	1	0																		
20	19	37	37	0.0	1/8	1/8	Spanner	2/4	4	1	0																7		
20	19	37	37	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	249											7		
20	19	149/4	149/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	250											7		
20	19	38	38	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	251											7		
20	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	252											7		
21	20	77/2	77/2	0.0	0	0	Dynamic	2/4	1	1	0						p												
21	20	77/2	77/2	0.0	0	0	Spanner	2/4	1	1	0																		
21	20	77/2	77/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	253													
21	20	40	40	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	254													
21	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	255													
21	20	77/2	77/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
21	20	77/2	77/2	0.0	0	0	Spanner	2/4	2	1	0																		
21	20	77/2	77/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	256									47				
21	20	79/2	79/2	0.0	1/4	1/4	Spanner	2/4	2	1	0															8			
21	20	79/2	79/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	257										8			
21	20	77/2	77/2	0.0	0	0	Spanner	2/4	3	1	0																		
21	20	39	39	0.0	1/8	1/8	Dynamic	2/4	3	1	0						p												
21	20	39	39	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	258													
21	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	259													
21	20	40	40	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	260													
21	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	261													
21	20	77/2	77/2	0.0	0	0	Spanner	2/4	4	1	0																		
21	20	39	39	0.0	1/8	1/8	Dynamic	2/4	4	1	0						p												
21	20	39	39	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	262													
21	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	263													
21	20	40	40	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	264													
21	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	265													
22	21	41	41	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	266													
22	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	267													
22	21	42	42	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	268													
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	269													
22	21	81/2	81/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	270									48	8			
22	21	83/2	83/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
22	21	83/2	83/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		8
22	21	83/2	83/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	271													8
22	21	41	41	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	272													
22	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	273													
22	21	42	42	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	274													
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	275													
22	21	41	41	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	276													
22	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	277													
22	21	42	42	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	278													
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	279													
23	22	43	43	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	280													
23	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	281													
23	22	44	44	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	282													
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	283													
23	22	85/2	85/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
23	22	85/2	85/2	0.0	0	0	Spanner	2/4	2	1	0																		
23	22	85/2	85/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	284													
23	22	87/2	87/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		9
23	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	285													9
23	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	286									49				9
23	22	44	44	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	287									49				9
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	288													9
23	22	43	43	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	289													
23	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	290													
23	22	44	44	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	291													
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	292													
23	22	43	43	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	293													
23	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	294													
23	22	44	44	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	295													
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	296													
24	23	45	45	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	297													
24	23	181/4	181/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	298													
24	23	46	46	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	299													
24	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	300													
24	23	89/2	89/2	0.0	0	0	Spanner	2/4	2	1	0																		
24	23	89/2	89/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	301													
24	23	46	46	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	302													
24	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	303													
24	23	89/2	89/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
24	23	89/2	89/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	304									50				
24	23	91/2	91/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	305													
24	23	45	45	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	306													
24	23	181/4	181/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	307													
24	23	46	46	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	308													
24	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	309													
25	24	47	47	0.0	1/8	1/8	Spanner	2/4	1	1	0																	8	
25	24	47	47	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	310												8	
25	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	311												8	
25	24	48	48	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	312												8	
25	24	193/4	193/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	313												8	
25	24	47	47	0.0	1/8	1/8	Spanner	2/4	2	1	0																	9	
25	24	47	47	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	314												9	
25	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	315												9	
25	24	48	48	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	316												9	
25	24	193/4	193/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	317												9	
25	24	93/2	93/2	0.0	0	0	Spanner	2/4	3	1	0																	10	
25	24	93/2	93/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	318									51			10	
25	24	95/2	95/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	319												10	
25	24	47	47	0.0	1/8	1/8	Spanner	2/4	4	1	0																	11	
25	24	47	47	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	320												11	
25	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	321												11	
25	24	48	48	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	322												11	
25	24	193/4	193/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	323												11	
26	25	49	49	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	324												8	
26	25	197/4	197/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	325												8	
26	25	50	50	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	326												8	
26	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	327												8	
26	25	49	49	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	328												9	
26	25	197/4	197/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	329												9	
26	25	50	50	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	330												9	
26	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	331												9	
26	25	97/2	97/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	332												10	
26	25	99/2	99/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	333									52			10	
26	25	199/4	199/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	334									52			10	
26	25	50	50	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	335									52			10	
26	25	201/4	201/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	336												10	
26	25	97/2	97/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	337									53			11	
26	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	338												11	
27	26	101/2	101/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	339									54			8	
27	26	103/2	103/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	340												8	
27	26	51	51	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	341												9	
27	26	205/4	205/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	342												9	
27	26	52	52	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	343												9	
27	26	209/4	209/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	344												9	
27	26	101/2	101/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	345									55			10	
27	26	103/2	103/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	346												10	
27	26	101/2	101/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	347									56			11	
27	26	103/2	103/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	348												11	
28	27	105/2	105/2	0.0	0	0	Dynamic	2/4	1	1	0						f												
28	27	105/2	105/2	0.0	0	0	Spanner	2/4	1	1	0																		
28	27	105/2	105/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	349													
28	27	107/2	107/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	350									57				
28	27	215/4	215/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	351													
28	27	54	54	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p												
28	27	54	54	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	352									58				
28	27	217/4	217/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	353													
28	27	53	53	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
28	27	53	53	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
28	27	53	53	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	354													
28	27	213/4	213/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	355													
28	27	54	54	0.0	3/8	3/8	Dynamic	2/4	2	1	0						p												
28	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	356													
28	27	105/2	105/2	0.0	0	0	Dynamic	2/4	3	1	0						f												
28	27	105/2	105/2	0.0	0	0	Spanner	2/4	3	1	0																		
28	27	105/2	105/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	357									59				
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	358													
28	27	54	54	0.0	3/8	3/8	Dynamic	2/4	3	1	0						p												
28	27	54	54	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	359													
28	27	105/2	105/2	0.0	0	0	Dynamic	2/4	4	1	0						f												
28	27	105/2	105/2	0.0	0	0	Spanner	2/4	4	1	0																		
28	27	105/2	105/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	360									60				
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	361													
28	27	54	54	0.0	3/8	3/8	Dynamic	2/4	4	1	0						p												
28	27	54	54	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	362													
29	28	109/2	109/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	363													
29	28	111/2	111/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	364													
29	28	223/4	223/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	365									61				
29	28	56	56	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	366									61				
29	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	367													
29	28	109/2	109/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	368													
29	28	219/4	219/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	369									62				
29	28	55	55	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	370									62				
29	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	371													
29	28	111/2	111/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	372													
29	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	373													
29	28	109/2	109/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	374													
29	28	219/4	219/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	375									63				
29	28	55	55	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	376									63				
29	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	377													
29	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	378													
29	28	56	56	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	379													
29	28	109/2	109/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	380													
29	28	111/2	111/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	381													
30	29	113/2	113/2	0.0	0	0	Spanner	2/4	1	1	0																	12	
30	29	113/2	113/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	382												12	
30	29	115/2	115/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	383												12	
30	29	231/4	231/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	384									64			12	
30	29	58	58	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	385									64			12	
30	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	386												12	
30	29	113/2	113/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	387													
30	29	227/4	227/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																	13	
30	29	227/4	227/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	388									65			13	
30	29	57	57	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	389									65			13	
30	29	229/4	229/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	390												13	
30	29	115/2	115/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	391												13	
30	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	392												13	
30	29	113/2	113/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	393													
30	29	227/4	227/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																	14	
30	29	227/4	227/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	394									66			14	
30	29	57	57	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	395									66			14	
30	29	229/4	229/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	396												14	
30	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	397												14	
30	29	58	58	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	398												14	
30	29	113/2	113/2	0.0	0	0	Spanner	2/4	4	1	0																	15	
30	29	113/2	113/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	399												15	
30	29	115/2	115/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	400												15	
31	30	117/2	117/2	0.0	0	0	Spanner	2/4	1	1	0																		
31	30	117/2	117/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	401													
31	30	119/2	119/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	402													
31	30	239/4	239/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	403									67				
31	30	60	60	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	404									67				
31	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	405													
31	30	117/2	117/2	0.0	0	0	Spanner	2/4	2	1	0																		
31	30	117/2	117/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	406													
31	30	235/4	235/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	407									68				
31	30	59	59	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	408									68				
31	30	237/4	237/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	409													
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	410									69				
31	30	60	60	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	411									69				
31	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	412													
31	30	117/2	117/2	0.0	0	0	Spanner	2/4	3	1	0																		
31	30	117/2	117/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	413													
31	30	235/4	235/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	414									70				
31	30	59	59	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	415									70				
31	30	237/4	237/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	416													
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	417									71				
31	30	60	60	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	418													
31	30	117/2	117/2	0.0	0	0	Spanner	2/4	4	1	0																		
31	30	117/2	117/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	419													
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	420									72				
31	30	60	60	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	421									72				
31	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	422													
32	31	121/2	121/2	0.0	0	0	Dynamic	2/4	1	1	0						p												
32	31	121/2	121/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	423									73				
32	31	243/4	243/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	424									73				
32	31	61	61	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	425									73				
32	31	245/4	245/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	426													
32	31	123/2	123/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	427									74				
32	31	247/4	247/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	428									74				
32	31	62	62	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura		1/16	1	429									74				
32	31	62	62	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	430									74				
32	31	249/4	249/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	431													
32	31	121/2	121/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
32	31	121/2	121/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	432									75				
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	433													
32	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	434													
32	31	121/2	121/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
32	31	121/2	121/2	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	435													
32	31	62	62	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	436													
32	31	121/2	121/2	0.0	0	0	Dynamic	2/4	4	1	0						p												
32	31	121/2	121/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	437									76				
32	31	61	61	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	438									76				
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	439													
32	31	62	62	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	440													
33	32	125/2	125/2	0.0	0	0	Spanner	2/4	1	1	0																	16	
33	32	125/2	125/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	441												16	
33	32	63	63	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	442												16	
33	32	127/2	127/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	443												16	
33	32	255/4	255/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	444									77			16	
33	32	64	64	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	445									77			16	
33	32	257/4	257/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	446												16	
33	32	125/2	125/2	0.0	0	0	Spanner	2/4	2	1	0																	17	
33	32	125/2	125/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	447									78			17	
33	32	251/4	251/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	448									78			17	
33	32	63	63	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	449									78			17	
33	32	253/4	253/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	450												17	
33	32	127/2	127/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	451												17	
33	32	257/4	257/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	452												17	
33	32	125/2	125/2	0.0	0	0	Spanner	2/4	3	1	0																	18	
33	32	125/2	125/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	453									79			18	
33	32	251/4	251/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	454									79			18	
33	32	63	63	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	455									79			18	
33	32	253/4	253/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	456												18	
33	32	127/2	127/2	0.75	1/4	1/4	Chord	2/4	3	1	3/16			1/8	3/2	457									80			18	
