mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	267														
18	18	52	52	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	268														
18	18	53	53	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	269														
19	19	54	54	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	270														
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	271														
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	272														
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	273														
19	19	54	54	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	274														
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	275														
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	276														
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	277														
19	19	54	54	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	278														
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	279														
19	19	56	56	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	280														
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	281														
19	19	54	54	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	282		articAccentAbove												
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	283														
19	19	55	55	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	284														
19	19	56	56	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	285														
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	286														
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	287														
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	288														
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	289														
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	290														
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	291														
20	20	57	57	0.0	0	0	Dynamic	3/4	2	1	0					sf													
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	292														
20	20	57	57	0.0	0	0	Dynamic	3/4	3	1	0					sf													
20	20	57	57	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	293														
20	20	57	57	0.0	0	0	Dynamic	3/4	4	1	0					sf													
20	20	57	57	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	294														
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	295														
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	296														
21	21	123/2	123/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					f													
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	297		articStaccatoAbove												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	298		articStaccatoAbove												
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	299		articStaccatoAbove												
21	21	60	60	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	300														
21	21	123/2	123/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					f													
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	301		articStaccatoAbove												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	302		articStaccatoAbove												
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	303		articStaccatoAbove												
21	21	60	60	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	304														
21	21	123/2	123/2	0.0	3/8	3/8	Dynamic	3/4	4	1	0					f													
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	305		articStaccatoAbove												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	306		articStaccatoAbove												
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	307		articStaccatoAbove												
22	22	129/2	129/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f													
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	308														
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	309														
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	310														
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	311														
22	22	63	63	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	312														
22	22	63	63	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	313														
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	314														
23	23	135/2	135/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p													
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	315										16				
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	316										16				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	317										16				
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	318														
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	319														
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	320														
24	24	69	69	0.0	0	0	Dynamic	3/4	2	1	0					p													
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	321														
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	322														
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323														
24	24	69	69	0.0	0	0	Dynamic	3/4	3	1	0					p													
24	24	69	69	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	324														
24	24	70	70	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	325														
24	24	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	326														
24	24	69	69	0.0	0	0	Dynamic	3/4	4	1	0					p													
24	24	69	69	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	327														
24	24	70	70	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	328														
24	24	71	71	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	329														
25	25	72	72	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	330										17				
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	331										17				
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	332										17				
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	333														
25	25	72	72	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	334														
25	25	72	72	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	335														
25	25	72	72	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	336														
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	337														
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	338														
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	339														
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	340														
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	341														
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	342														
26	26	75	75	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	343														
26	26	76	76	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	344														
26	26	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	345														
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	346														
26	26	76	76	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	347														
26	26	77	77	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	348														
27	27	78	78	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	349										18				
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	350										18				
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	351										18				
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	352														
27	27	78	78	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	353														
27	27	78	78	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	354														
27	27	78	78	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	355														
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	356														
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	357														
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	358														
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	359														
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360														
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361														
28	28	81	81	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	362														
28	28	82	82	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	363														
28	28	83	83	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	364														
28	28	81	81	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	365														
28	28	82	82	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	366														
28	28	83	83	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	367														
29	29	84	84	0.0	0	0	Dynamic	3/4	1	1	0					fp													
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	368										19				
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369										19				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	370														
29	29	84	84	0.0	0	0	Dynamic	3/4	2	1	0					fp													
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	371										20				
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	372										20				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	373														
29	29	84	84	0.0	0	0	Dynamic	3/4	3	1	0					fp													
29	29	84	84	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	374										21				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	375														
29	29	84	84	0.0	0	0	Dynamic	3/4	4	1	0					sf													
29	29	84	84	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	376										22				
29	29	86	86	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	377														
30	30	87	87	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	378														
30	30	87	87	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	379										23				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	380										23				
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	381														
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	382										24				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	383										24				
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	384														
30	30	87	87	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	385										25				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	386														
30	30	89	89	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	387														
30	30	87	87	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	388										26				
30	30	88	88	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	389														
30	30	89	89	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	390														
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	391										27				
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	392														
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	393										28				
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	394														
31	31	90	90	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	395														
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	396										29				
31	31	92	92	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	397										29				
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	398														
31	31	90	90	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	399														
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	400										30				
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	401										31				
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	402										31				
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	403										31				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	404										31				
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	405														
32	32	93	93	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	406														
32	32	94	94	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	407														
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	408														
32	32	93	93	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	409														
32	32	94	94	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	410														
32	32	95	95	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	411														
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0					sf									30				
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	412										30				
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	413										30				
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	414										30				
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	415										30				
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	416										30				
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	417										30				
33	33	96	96	0.0	0	0	Dynamic	3/4	2	1	0					sf													
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	418														
33	33	96	96	0.0	0	0	Dynamic	3/4	3	1	0					sf													
33	33	96	96	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	419										32				
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	420										32				
33	33	98	98	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	421										32				
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	422														
33	33	96	96	0.0	0	0	Dynamic	3/4	4	1	0					sf													
33	33	96	96	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	423														
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	424														
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	425										33				
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	426										34				
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	427										34				
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	428										34				
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	429										34				
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	430														
34	34	99	99	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	431														
34	34	100	100	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	432														
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	433														
34	34	99	99	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	434														
34	34	100	100	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	435														
34	34	101	101	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	436														
35	35	102	102	0.0	0	0	Dynamic	3/4	1	1	0					sf									33				
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	437										33				
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	438										33				
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	439										33				
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	440										33				
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	441										33				
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	442										33				
35	35	102	102	0.0	0	0	Dynamic	3/4	2	1	0					sf													
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	443														
35	35	102	102	0.0	0	0	Dynamic	3/4	3	1	0					sf													
35	35	102	102	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	444										35				
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	445										35				
35	35	104	104	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	446										35				
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	447														
35	35	102	102	0.0	0	0	Dynamic	3/4	4	1	0					sf													
35	35	102	102	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	448														
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	449														
36	36	211/2	211/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p													
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	450										36				
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	451										36				
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	452										36				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	453										36				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	454														
36	36	211/2	211/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p													
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	455										37				
36	36	106	106	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	456										37				
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	457										37				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	458										37				
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	459														
36	36	105	105	0.0	0	0	Dynamic	3/4	3	1	0					p													
36	36	105	105	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	460														
36	36	106	106	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	461														
36	36	107	107	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	462														
36	36	105	105	0.0	0	0	Dynamic	3/4	4	1	0					p													
36	36	105	105	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	463														
36	36	106	106	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	464														
36	36	107	107	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	465														
37	37	108	108	0.0	0	0	Dynamic	3/4	1	1	0					sf													
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	466										38				
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	467														
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	468										39				
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	469														
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	470										40				
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	471														
37	37	108	108	0.0	0	0	Dynamic	3/4	2	1	0					sf													
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	472										41				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	473										41				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	474														
37	37	108	108	0.0	0	0	Dynamic	3/4	3	1	0					sf													
37	37	108	108	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	475										42				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	476										42				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	477														
37	37	108	108	0.0	0	0	Dynamic	3/4	4	1	0					sf													
37	37	108	108	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	478										43				
37	37	110	110	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	479														
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	480										44				
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	481														
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	482										45				
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	483														
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	484										46				
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	485														
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	486										47				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	487										47				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	488														
38	38	111	111	0.0	0	0	Chord	3/4	3	1	0	grace16	1/16	1	489														
38	38	111	111	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	490										48				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	491										48				
38	38	113	113	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	492														
38	38	111	111	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	493										49				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	494														
38	38	113	113	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	495														
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	496														
39	39	231/2	231/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f													
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	497														
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	498														
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	499														
39	39	114	114	0.0	0	0	Dynamic	3/4	2	1	0					f													
39	39	114	114	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	500														
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	501														
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502														
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503														
39	39	114	114	0.0	0	0	Dynamic	3/4	3	1	0					f													
39	39	114	114	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	504														
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	505														
39	39	115	115	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	506														
39	39	116	116	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	507														
39	39	114	114	0.0	0	0	Dynamic	3/4	4	1	0					f													
39	39	114	114	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	508														
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	509														
39	39	115	115	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	510														
39	39	116	116	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	511														
40	40	117	117	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	512										50				
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	513														
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	514														
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	515														
40	40	117	117	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	516		articAccentBelow												
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	517														
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	518														
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	519														
40	40	117	117	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	520		articAccentBelow												
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	521														
40	40	118	118	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	522														
40	40	119	119	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	523														
40	40	117	117	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	524		articAccentBelow												
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	525														
40	40	118	118	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	526														
40	40	119	119	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	527														
41	41	120	120	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	528										51				
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	529														
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	530														
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	531														
41	41	120	120	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	532		articAccentBelow												
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	533														
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	534														
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	535														
41	41	120	120	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	536		articAccentBelow												
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	537														
