mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	243												
13	13	36	36	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	244		articAccentBelow										
13	13	37	37	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	245												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	246												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	247												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	248												
13	13	36	36	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	249		articAccentBelow										
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	250												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	251												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	252												
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	253		articAccentBelow							5			
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	254												
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	255		articStaccatoBelow										
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	256		articStaccatoBelow										
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	257		articStaccatoBelow										
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	258		articAccentBelow										
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	259												
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	260												
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	261												
14	14	39	39	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	262		articAccentBelow										
14	14	40	40	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	263		articStaccatoBelow										
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	264		articStaccatoBelow										
14	14	41	41	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	265		articStaccatoBelow										
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	266		articStaccatoBelow										
14	14	39	39	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	267		articAccentBelow										
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	268		articStaccatoBelow										
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	269		articStaccatoBelow										
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	270		articStaccatoBelow										
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	271		articStaccatoBelow										
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	272		articStaccatoBelow										
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	273		articStaccatoBelow										
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	274		articStaccatoBelow										
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	275		articStaccatoBelow										
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	276		articStaccatoBelow										
15	15	42	42	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	277		articStaccatoBelow										
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	278		articStaccatoBelow										
15	15	43	43	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	279		articStaccatoBelow										
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	280		articStaccatoBelow										
15	15	44	44	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	281		articStaccatoBelow										
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	282		articStaccatoBelow										
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	283												
16	16	93/2	93/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p											
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	284												
16	16	47	47	0.0	1/2	1/2	StaffText	3/4	1	1	0								staccato									
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	285												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	286												
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	287		articAccentBelow										
16	16	46	46	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p											
16	16	46	46	0.0	1/4	1/4	Dynamic	3/4	2	1	0						p											
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	288												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	289												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	290												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	291												
16	16	45	45	1.0	0	0	Chord	3/4	3	1	1/4			1/4	1	292												
16	16	46	46	0.0	1/4	1/4	Dynamic	3/4	3	1	0						p											
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	293												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	294												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	295												
16	16	93/2	93/2	0.0	3/8	3/8	Dynamic	3/4	4	1	0						p											
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	296												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	297												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	298												
17	17	48	48	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	299												
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	300												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	301												
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	302												
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	303												
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	304												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	305												
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	306												
17	17	48	48	0.0	0	0	StaffText	3/4	3	1	0								staccato									
17	17	48	48	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	307												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	308												
17	17	49	49	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	309												
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	310												
17	17	50	50	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	311												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	312												
17	17	48	48	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	313												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	314												
17	17	49	49	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	315												
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	316												
17	17	50	50	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	317												
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	318												
18	18	51	51	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	319		articAccentAbove										
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	320												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	321												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	322												
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	323		articAccentBelow										
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	324												
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	325												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	326												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	327												
18	18	51	51	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	328		articAccentAbove										
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	329												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	330												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	331												
18	18	51	51	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	332		articAccentAbove										
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	333												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	334												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	335												
19	19	54	54	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	336												
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	337												
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	338												
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	339												
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	340												
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	341												
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	342												
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	343												
19	19	54	54	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	344												
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	345												
19	19	55	55	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	346												
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	347												
19	19	56	56	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	348												
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	349												
19	19	54	54	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	350												
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	351												
19	19	55	55	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	352												
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	353												
19	19	56	56	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	354												
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	355												
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0						sf											
20	20	57	57	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	356												
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	357		articStaccatoAbove										
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	358		articStaccatoAbove										
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	359		articStaccatoAbove										
20	20	57	57	0.0	0	0	Dynamic	3/4	2	1	0						sf											
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	360												
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	361												
20	20	57	57	0.0	0	0	Dynamic	3/4	3	1	0						sf											
20	20	57	57	0.0	0	0	Dynamic	3/4	3	1	0						sf											
20	20	57	57	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	362												
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	363												
20	20	59	59	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	364												
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	365												
20	20	57	57	0.0	0	0	Dynamic	3/4	4	1	0						sf											
20	20	57	57	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	366												
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	367												
20	20	59	59	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	368												
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	369												
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0						sf											
21	21	60	60	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	370												
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	371		articStaccatoAbove										
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	372		articStaccatoAbove										
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	373		articStaccatoAbove										
21	21	60	60	0.0	0	0	Dynamic	3/4	2	1	0						sf											
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	374												
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	375												
21	21	60	60	0.0	0	0	Dynamic	3/4	3	1	0						sf											
21	21	60	60	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	376												
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	377												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	378												
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	379												
21	21	60	60	0.0	0	0	Dynamic	3/4	4	1	0						sf											
21	21	60	60	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	380												
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	381												
21	21	62	62	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	382												
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	383												
22	22	63	63	0.0	0	0	Dynamic	3/4	1	1	0						sf											
22	22	63	63	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	384												
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	385		articStaccatoAbove										
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	386		articStaccatoAbove										
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	387		articStaccatoAbove										
22	22	63	63	0.0	0	0	Dynamic	3/4	2	1	0						sf											
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	388												
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	389												
22	22	63	63	0.0	0	0	Dynamic	3/4	3	1	0						sf											
22	22	63	63	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	390												
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	391												
22	22	65	65	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	392												
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	393												
22	22	63	63	0.0	0	0	Dynamic	3/4	4	1	0						sf											
22	22	63	63	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	394												
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	395												
22	22	65	65	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	396												
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	397												
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	398												
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	399												
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	400												
23	23	135/2	135/2	0.0	3/8	3/8	StaffText	3/4	1	1	0								dimin.									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	401												
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	402												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	403												
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	404												
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	405												
23	23	67	67	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	406												
23	23	135/2	135/2	0.0	3/8	3/8	StaffText	3/4	2	1	0								dimin.									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	407												
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	408												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	409												
23	23	66	66	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	410												
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	411												
23	23	67	67	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	412												
23	23	135/2	135/2	0.0	3/8	3/8	StaffText	3/4	3	1	0								dimin.									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	413												
23	23	68	68	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	414												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	415												
23	23	66	66	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	416												
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	417												
23	23	67	67	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	418												
23	23	135/2	135/2	0.0	3/8	3/8	StaffText	3/4	4	1	0								dimin.									
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	419												
23	23	68	68	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	420												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	421												
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	422												
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	423												
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	424												
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	425												
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	426												
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	427												
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	428												
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	429												
24	24	70	70	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	430												
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	431												
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	432												
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	433												
24	24	69	69	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	434												
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	435												
24	24	70	70	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	436												
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	437												
24	24	71	71	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	438												
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	439												
24	24	69	69	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	440												
24	24	70	70	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	441												
24	24	71	71	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	442												
25	25	72	72	0.0	0	0	Dynamic	3/4	1	1	0						pp											
25	25	72	72	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	443		articAccentBelow										
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	444		articStaccatoBelow										
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	445		articStaccatoBelow										
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	446		articStaccatoBelow										
25	25	72	72	0.0	0	0	Dynamic	3/4	2	1	0						pp											
25	25	72	72	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	447		articAccentBelow										
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	448		articStaccatoBelow										
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	449		articStaccatoBelow										
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	450		articStaccatoBelow										
25	25	72	72	0.0	0	0	Dynamic	3/4	3	1	0						pp											
25	25	72	72	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	451		articAccentBelow										
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	452		articStaccatoBelow										
25	25	74	74	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	453		articStaccatoBelow										
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	454		articStaccatoBelow										
25	25	72	72	0.0	0	0	Dynamic	3/4	4	1	0						pp											
25	25	72	72	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	455		articAccentBelow										
25	25	73	73	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	456												
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	457												
25	25	74	74	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	458												
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	459												
26	26	75	75	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	460		articAccentBelow										
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	461		articStaccatoBelow										
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	462		articStaccatoBelow										
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	463		articStaccatoBelow										
26	26	75	75	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	464		articAccentBelow										
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	465		articStaccatoBelow										
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	466		articStaccatoBelow										
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	467		articStaccatoBelow										
26	26	75	75	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	468		articAccentBelow										
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	469		articStaccatoBelow										
26	26	77	77	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	470		articStaccatoBelow										
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	471		articStaccatoBelow										
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	472		articAccentBelow										
26	26	76	76	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	473												
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	474												
26	26	77	77	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	475												
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	476												
27	27	78	78	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	477		articAccentBelow										
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	478		articStaccatoBelow										
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	479		articStaccatoBelow										
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	480		articStaccatoBelow										
27	27	78	78	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	481		articAccentBelow										
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	482		articStaccatoBelow										
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	483		articStaccatoBelow										
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	484		articStaccatoBelow										
27	27	78	78	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	485		articAccentBelow										
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	486		articStaccatoBelow										
27	27	80	80	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	487		articStaccatoBelow										
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	488		articStaccatoBelow										
27	27	78	78	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	489		articAccentBelow										
27	27	79	79	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	490												
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	491												
27	27	80	80	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	492												
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	493												
28	28	81	81	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	494												
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	495												
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	496												
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	497												
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	498												
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	499												
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	500												
28	28	81	81	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	501												
